plan_id,provider_id,network_status,effective_date,termination_date,last_verified_date,source_system
SYN-DSNP-03,PRV0038,IN_NETWORK,2026-01-01,,2026-05-05,PROVIDER_NETWORK_CONTRACTING
SYN-DSNP-03,PRV0039,IN_NETWORK,2026-01-01,,2026-06-17,PROVIDER_NETWORK_CONTRACTING
SYN-DSNP-03,PRV0040,IN_NETWORK,2026-01-01,,2026-08-13,PROVIDER_NETWORK_CONTRACTING
SYN-DSNP-03,PRV0041,IN_NETWORK,2026-01-01,,2026-04-06,PROVIDER_NETWORK_CONTRACTING
SYN-DSNP-03,PRV0042,IN_NETWORK,2026-01-01,,2026-08-22,PROVIDER_NETWORK_CONTRACTING
SYN-DSNP-03,PRV0043,IN_NETWORK,2026-01-01,,2026-05-29,PROVIDER_NETWORK_CONTRACTING
SYN-DSNP-03,PRV0044,IN_NETWORK,2026-01-01,,2026-08-04,PROVIDER_NETWORK_CONTRACTING
SYN-DSNP-03,PRV0045,IN_NETWORK,2026-01-01,,2026-05-25,PROVIDER_NETWORK_CONTRACTING
SYN-DSNP-03,PRV0046,OUT_OF_NETWORK,2026-01-01,,2026-05-03,PROVIDER_NETWORK_CONTRACTING
SYN-DSNP-03,PRV0047,IN_NETWORK,2026-01-01,,2026-05-30,PROVIDER_NETWORK_CONTRACTING
SYN-DSNP-03,PRV0048,OUT_OF_NETWORK,2026-01-01,,2026-03-31,PROVIDER_NETWORK_CONTRACTING
SYN-DSNP-03,PRV0049,IN_NETWORK,2026-01-01,,2026-04-29,PROVIDER_NETWORK_CONTRACTING
SYN-DSNP-03,PRV0050,IN_NETWORK,2026-01-01,,2026-05-20,PROVIDER_NETWORK_CONTRACTING
SYN-DSNP-03,PRV0051,IN_NETWORK,2026-01-01,,2026-07-09,PROVIDER_NETWORK_CONTRACTING
SYN-DSNP-03,PRV0052,IN_NETWORK,2026-01-01,,2026-04-07,PROVIDER_NETWORK_CONTRACTING
SYN-DSNP-03,PRV0053,UNKNOWN,2026-01-01,,2026-04-12,PROVIDER_NETWORK_CONTRACTING
SYN-DSNP-03,PRV0054,IN_NETWORK,2026-01-01,,2026-05-31,PROVIDER_NETWORK_CONTRACTING
SYN-DSNP-03,PRV0055,IN_NETWORK,2026-01-01,,2026-04-04,PROVIDER_NETWORK_CONTRACTING
SYN-DSNP-03,PRV0056,IN_NETWORK,2026-01-01,,2026-03-22,PROVIDER_NETWORK_CONTRACTING
SYN-DSNP-03,PRV0057,IN_NETWORK,2026-01-01,,2026-04-13,PROVIDER_NETWORK_CONTRACTING
SYN-DSNP-03,PRV0058,IN_NETWORK,2026-01-01,,2026-05-27,PROVIDER_NETWORK_CONTRACTING
SYN-DSNP-03,PRV0059,UNKNOWN,2026-01-01,,2026-04-25,PROVIDER_NETWORK_CONTRACTING
SYN-DSNP-03,PRV0060,IN_NETWORK,2026-01-01,,2026-05-15,PROVIDER_NETWORK_CONTRACTING
SYN-DSNP-03,PRV0061,IN_NETWORK,2026-01-01,,2026-07-26,PROVIDER_NETWORK_CONTRACTING
SYN-DSNP-03,PRV0062,PENDING_VERIFICATION,2026-01-01,,2026-07-20,PROVIDER_NETWORK_CONTRACTING
SYN-DSNP-03,PRV0063,OUT_OF_NETWORK,2026-01-01,,2026-05-14,PROVIDER_NETWORK_CONTRACTING
SYN-DSNP-03,PRV0064,UNKNOWN,2026-01-01,,2026-04-01,PROVIDER_NETWORK_CONTRACTING
SYN-DSNP-03,PRV0065,IN_NETWORK,2026-01-01,,2026-04-02,PROVIDER_NETWORK_CONTRACTING
SYN-DSNP-03,PRV0066,IN_NETWORK,2026-01-01,,2026-07-14,PROVIDER_NETWORK_CONTRACTING
SYN-DSNP-03,PRV0067,IN_NETWORK,2026-01-01,,2026-08-18,PROVIDER_NETWORK_CONTRACTING
SYN-DSNP-03,PRV0068,IN_NETWORK,2026-01-01,,2026-06-03,PROVIDER_NETWORK_CONTRACTING
SYN-DSNP-03,PRV0069,IN_NETWORK,2026-01-01,,2026-08-27,PROVIDER_NETWORK_CONTRACTING
SYN-DSNP-03,PRV0070,IN_NETWORK,2026-01-01,,2026-07-23,PROVIDER_NETWORK_CONTRACTING
SYN-DSNP-03,PRV0071,IN_NETWORK,2026-01-01,,2026-04-04,PROVIDER_NETWORK_CONTRACTING
SYN-DSNP-03,PRV0072,IN_NETWORK,2026-01-01,,2026-05-13,PROVIDER_NETWORK_CONTRACTING
SYN-DSNP-03,PRV0073,IN_NETWORK,2026-01-01,,2026-03-24,PROVIDER_NETWORK_CONTRACTING
SYN-DSNP-03,PRV0074,OUT_OF_NETWORK,2026-01-01,,2026-05-03,PROVIDER_NETWORK_CONTRACTING
SYN-DSNP-03,PRV0075,PENDING_VERIFICATION,2026-01-01,,2026-04-18,PROVIDER_NETWORK_CONTRACTING
SYN-DSNP-03,PRV0076,OUT_OF_NETWORK,2026-01-01,,2026-08-14,PROVIDER_NETWORK_CONTRACTING
SYN-DSNP-03,PRV0077,OUT_OF_NETWORK,2026-01-01,,2026-05-25,PROVIDER_NETWORK_CONTRACTING
SYN-DSNP-03,PRV0078,IN_NETWORK,2026-01-01,,2026-06-12,PROVIDER_NETWORK_CONTRACTING
SYN-DSNP-03,PRV0079,IN_NETWORK,2026-01-01,,2026-04-08,PROVIDER_NETWORK_CONTRACTING
SYN-DSNP-03,PRV0080,IN_NETWORK,2026-01-01,,2026-04-27,PROVIDER_NETWORK_CONTRACTING
SYN-DSNP-03,PRV0081,IN_NETWORK,2026-01-01,,2026-04-14,PROVIDER_NETWORK_CONTRACTING
SYN-DSNP-03,PRV0082,IN_NETWORK,2026-01-01,,2026-04-03,PROVIDER_NETWORK_CONTRACTING
SYN-DSNP-03,PRV0083,OUT_OF_NETWORK,2026-01-01,,2026-04-21,PROVIDER_NETWORK_CONTRACTING
SYN-DSNP-03,PRV0084,IN_NETWORK,2026-01-01,,2026-06-25,PROVIDER_NETWORK_CONTRACTING
SYN-DSNP-03,PRV0085,IN_NETWORK,2026-01-01,,2026-06-25,PROVIDER_NETWORK_CONTRACTING
SYN-DSNP-03,PRV0086,IN_NETWORK,2026-01-01,,2026-05-19,PROVIDER_NETWORK_CONTRACTING
SYN-DSNP-03,PRV0087,OUT_OF_NETWORK,2026-01-01,,2026-06-19,PROVIDER_NETWORK_CONTRACTING
SYN-DSNP-03,PRV0088,IN_NETWORK,2026-01-01,,2026-06-29,PROVIDER_NETWORK_CONTRACTING
SYN-DSNP-03,PRV0089,OUT_OF_NETWORK,2026-01-01,,2026-04-10,PROVIDER_NETWORK_CONTRACTING
SYN-DSNP-03,PRV0090,IN_NETWORK,2026-01-01,,2026-08-17,PROVIDER_NETWORK_CONTRACTING
